drug_token,drug,bert_classification,sentence,fda_approved,date_epoch,date,source,mean,company_name,url,drugs
ale_f02,ALE.F02,drug,"ALE.F02 binds to CLDN1 outside of tight junctions, and blocks the interaction with other receptors in the cell membrane, changing the pro-fibrogenic and pro-carcinogenic signaling.",0,1623801600,"June 16, 2021",,0.98161652612207,endpts,https://endpts.com/swiss-based-upstart-marches-toward-the-clinic-with-a-unique-approach-to-fibrosis-treatment,"[('ALE.F02', 'drug')]"
evkeeza,Evkeeza,drug,"Evkeeza is not indicated for individuals with heterozygous familial hypercholesterolemia , and the effect of Evkeeza on cardiovascular morbidity and mortality has not been determined .",0,1613174400,"February 13, 2021",,0.9914100613139676,endpts,https://endpts.com/regeneron-antibody-earns-nod-for-rare-cholesterol-disorder-but-it-aint-cheap,"[('Evkeeza', 'drug')]"
nadofaragene,nadofaragene,drug,in phase 2 35% of bcg-unresponsive patients who received nadofaragene firadenovec every three months were free of high-grade disease at one,0,1609113600,"December 28, 2020",,0.914455568397986,fiercebiotech,https://www.fiercebiotech.com/biotech/ferring-blackstone-spin-out-gene-therapy-570m-funding,"[('nadofaragene', 'drug')]"
lu_pnt2002,Lu-PNT2002,drug,"Lu-PNT2002 68Ga-PSMA-11 [ 185 ±74 MBq or 5 ±2 mCi ] intravenous during screening , 12 weeks , 24 weeks .",0,1621036800,"May 15, 2021",,0.9901278979114152,clinicaltrials,https://clinicaltrials.gov/show/NCT04886986,"[('Lu-PNT2002', 'drug')]"
hmr59,HMR59,drug,hmr59 has completed a small study which tested it in patients with an advanced form of a disease called age-related macular degeneration or,0,1606953600,"December 03, 2020",,0.9908452871585458,biopharmadive,https://www.biopharmadive.com/news/johnson-johnson-eye-gene-therapy-deal-hemera/591447/,"[('HMR59', 'drug')]"
lutingnuo,Lutingnuo®,drug,Lutingnuo® ( Glutathione for Injection ),0,1619481600,"April 27, 2021",,0.9859010573470732,luye,https://www.luye.cn/lvye_en/listed_products.php,"[('Lutingnuo®', 'drug')]"
epidermal,epidermal,not_drug,brca mutated triple negative or hormone receptor-positive / human epidermal growth factor receptor 2-negative advanced or metastatic breast cancer,0,1609200000,"December 29, 2020",,0.0,fiercebiotech,https://www.fiercebiotech.com/biotech/esmo-abbvie-s-parp-veliparib-finally-gets-a-win-but-can-it-compete,"[('epidermal', 'not_drug')]"
64cu_bispsma,64Cu-SAR-bisPSMA,drug,"This is a multi-centre , blinded review , dose ranging , non-randomized study of 64Cu-SAR-bisPSMA administered to participants with confirmed Prostate Cancer .",0,1618185600,"April 12, 2021",,0.9813199056957592,clinicaltrials,https://clinicaltrials.gov/show/NCT04839367,"[('64Cu-SAR-bisPSMA', 'drug')]"
tivozanib,tivozanib,drug,in 2013 another trial—comparing tivozanib to roche ' s antibody-based vegf blocker avastin bevacizumab on top of standard chemotherapy in colorectal,0,1609113600,"December 28, 2020",,1.0741502469673374,fiercebiotech,https://www.fiercebiotech.com/biotech/fda-tells-aveo-no-again-for-tivozanib-as-biotech-tries-to-find-yet-another-path-forward,"[('tivozanib', 'drug')]"
sarotex,Sarotex,drug,"Poor long-term effects of existing treatment for CTTH ( Sarotex , SSRIs , physiotherapy ) are reported .",0,1619308800,"April 25, 2021",,0.6919012032989147,clinicaltrials,https://clinicaltrials.gov/show/NCT04857671,"[('Sarotex', 'drug')]"
axs_05,AXS-05,drug,These adverse events occurred at rates that were similar to those observed in the previously reported controlled trials with AXS-05,0,1606867200,"December 02, 2020",,0.8099582843904717,biospace,https://www.biospace.com/article/releases/axsome-therapeutics-announces-positive-efficacy-and-safety-results-from-phase-3-comet-long-term-trial-and-comet-au-trial-of-axs-05-in-major-depressive-disorder/,"[('AXS-05', 'drug')]"
acr70,ACR70,not_drug,In addition ACR70 responses were seen in 1,0,1608681600,"December 23, 2020",,0.08042769529528834,medpagetoday,https://www.medpagetoday.com/clinical-challenges/psoriatic-arthritis/90343?vpass=1,"[('ACR70', 'not_drug')]"
relugolix,relugolix,drug,first round of phase iii data for their uterine fibroid drug relugolix setting up a head-to-head rivalry with pharma giantabbvieas the little,0,1608854400,"December 25, 2020",,1.1512321306670328,endpts,https://endpts.com/myovants-uterine-fibroid-drug-looks-competitive-in-phiii-but-can-they-vanquish-mighty-abbvie/,"[('relugolix', 'drug')]"
manogepix,manogepix,drug,Eisai discovered manogepix by searching for small molecules that disrupt the assembly of mannoproteins into fungi cell wall glucan .,0,1619654400,"April 29, 2021",,0.9623844441761756,fiercebiotech,https://www.fiercebiotech.com/biotech/pfizer-buys-amplyx-to-grow-infectious-disease-pipeline,"[('manogepix', 'drug')]"
omecamtiv,omecamtiv,drug,Amgen and Cytokinetics who are joined by Servier in developing omecamtiv mecarbil did not disclose detailed data from the study Thursday,0,1602201600,"October 09, 2020",,0.9763603041733714,biopharmadive,https://www.biopharmadive.com/news/amgen-cyotkinetics-heart-failure-drug-study/586667/,"[('omecamtiv', 'drug'), ('Cytokinetics', 'not_drug')]"
coronaviruses,coronaviruses,not_drug,antibodies when it is really detecting antibodies to cold-causing coronaviruses,0,1607904000,"December 14, 2020",,0.0,statnews,https://www.statnews.com/2020/04/10/immunity-certificates-covid-19-practical-ethical-conundrums/,"[('coronaviruses', 'not_drug')]"
povidone_iodide,povidone iodide,drug,"They had four successive mouthwashes and gargles of 25 mL of "" 1% aqueous [ povidone iodine ] solution each , "" followed by a 2 . 5-mL dose of nasal pulverization into each nostril while sniffing , and one application on each nasal mucosa of 10% povidone iodide ointment massaged into each nostril to help spread the ointment .",0,1612569600,"February 06, 2021",,0.934385992633988,medpagetoday,https://www.medpagetoday.com/infectiousdisease/covid19/91049?vpass=1,"[('povidone iodide', 'drug')]"
methamphetamine,methamphetamine,drug,rising numbers of patients harmed by using alcohol opioids methamphetamine and other substances,0,1609891200,"January 06, 2021",,0.6988659520134428,statnews,https://www.statnews.com/2019/08/30/recovery-coaches-substance-use/,"[('methamphetamine', 'drug')]"
bedside,bedside,not_drug,The patient was there I could see through the window and Mom was at bedside,0,1611100800,"January 20, 2021",,0.0,medpagetoday,https://www.medpagetoday.com/podcasts/anamnesis/90733?vpass=1,"[('bedside', 'not_drug')]"
cordin,CordIn,drug,"align "" left "" Karl Schranz align "" left "" Flagu Austria 65 15 25 25 - align "" left "" Karl Cordin align "" left "" Flagu Austria 65 â€“ 20 â€“ 20 25 -bgcolor "" #EFEFEF "" 3 align "" left "" Henri Duvillard align "" left "" ",0,1610496000,"January 13, 2021",,0.2472859941936132,biospace,https://www.biospace.com/article/releases/gamida-cell-to-present-full-data-from-phase-3-study-of-omidubicel-at-tct-the-combined-transplantation-and-cellular-therapy-meetings-of-astct-and-cibmtr/,"[('CordIn', 'drug')]"
guacamole,guacamole,drug,"â€� In this case , the transaction server 106 may transmit specialized menu information for display within app 213 or 214 that identifies â€œtwo chicken tacos with guacamole and extra cheeseâ€� as a priority item . ",0,1609891200,"January 06, 2021",,0.4074355627480943,statnews,https://www.statnews.com/2019/06/20/podcast-desire-drug-courtroom-genealogy-longevity-research/,"[('guacamole', 'drug')]"
cryogenic,cryogenic,not_drug,"Additionally , Flowserve through its channel partner , Corrosion Fluid Products , is providing Pfizer with a cryogenic valve application to support their expanded production capabilities of the COVID-19 vaccine . ",0,1614643200,"March 02, 2021",,0.0,biospace,https://www.biospace.com/article/releases/flowserve-supports-pfizer-in-the-production-of-covid-19-vaccine-,"[('cryogenic', 'not_drug')]"
tolimidone,tolimidone,drug,notes that it “has filed new patents related to the use of tolimidone in nash where it expects to receive much longer market exclusivity compared,0,1609459200,"January 01, 2021",,0.9906255620198596,fiercebiotech,https://www.fiercebiotech.com/biotech/melior-hits-positive-notes-diabetes-test-but-a-strange-error-blurs-picture,"[('tolimidone', 'drug')]"
as03,AS03,drug,gsk is providing its as03 adjuvant technology to clover which plans to incorporate the mix of squalene dl-α-tocopherol and polysorbate into,0,1601683200,"October 03, 2020",,0.9301429174204492,fiercebiotech,https://www.fiercebiotech.com/biotech/gsk-gives-clover-adjuvant-for-vaccine-against-indispensable-covid-19-protein,"[('AS03', 'drug')]"
guacamole,guacamole,drug,"To access Chipotleâ€™s signature guacamole recipe , visit chipotle . ",0,1609891200,"January 06, 2021",,0.4074355627480943,statnews,https://www.statnews.com/2019/06/20/podcast-desire-drug-courtroom-genealogy-longevity-research/,"[('guacamole', 'drug')]"
atuzaginstat,atuzaginstat,drug,"The FDA has slapped a partial clinical hold on its leading Alzheimer’s drug atuzaginstat ( aka COR388 ) , hitting specifically the open-label extension part of its ongoing phase 2 / 3 study , known as the GAIN Trial .",0,1613520000,"February 17, 2021",,0.985622666193084,fiercebiotech,https://www.fiercebiotech.com/biotech/pfizer-verily-backed-alzheimer-s-biotech-cortexyme-hit-by-fda-partial-hold-over-liver,"[('atuzaginstat', 'drug')]"
lu_psma_617,Lu-PSMA-617,drug,"In the drug arm, 11.9% of patients stopped taking Lu-PSMA-617 and 8.5% halted standard of care treatment.",0,1623974400,"June 18, 2021",,0.7808018218255479,endpts,https://endpts.com/novartis-sets-the-tone-for-the-radiopharma-push-with-a-prized-acquisition-winning-breakthrough-therapy-designation,"[('Lu-PSMA-617', 'drug')]"
qbrexza_cloths,Qbrexza Cloths,drug,"There is a 2 week screening period where patients will use an activity monitor to establish baseline activity level, then patients will be randomized to receive either Qbrexza cloths or placebo for 4 weeks, then a 2 week washout, and then a 4-week cross-over treatment period.",0,1623542400,"June 13, 2021",,0.6189159630137017,clinicaltrials,https://clinicaltrials.gov/show/NCT04924036,"[('Qbrexza Cloths', 'drug')]"
sy_1365,SY-1365,drug,simoniansyros“we have gained important insights from our work on sy-1365 that have informed our development strategy for sy-5609 including,0,1608768000,"December 24, 2020",,1.0793262047360923,endpts,https://endpts.com/trading-oral-for-iv-syros-sweeps-lead-drug-out-of-portfolio-after-phi-dims-hopes-shares-slide/,"[('SY-1365', 'drug')]"
zgn_1061,ZGN-1061,drug,benefits alongside a progressive reduction in weight position zgn-1061 competitively with those agents already approved” schwartz added in,0,1608595200,"December 22, 2020",,0.9728440153945476,endpts,https://endpts.com/zafgen-has-something-to-cheer-as-diabetes-drug-makes-the-cut-in-phii-study-quelling-cardio-safety-fears/,"[('ZGN-1061', 'drug')]"
lactamase,lactamase,not_drug,"Venatorx’s two lead antibacterial clinical-stage programs are intravenous ( cefepime-taniborbactam ) and oral ( ceftibuten / VNRX-7145 ) broad-spectrum beta-lactam / beta-lactamase inhibitor combinations that are in Phase 3 and Phase 1 , respectively . ",0,1615507200,"March 12, 2021",,0.0,biospace,https://www.biospace.com/article/releases/venatorx-pharmaceuticals-expands-anti-infective-portfolio-with-hbv-candidate,"[('lactamase', 'not_drug')]"
axs_05,AXS-05,drug,points for AXS-05 and 11,0,1608681600,"December 23, 2020",,0.7896695229500216,endpts,https://endpts.com/charles-river-labs-forks-over-380m-cash-for-cell-therapy-player/,"[('AXS-05', 'drug')]"
bronchodilators,bronchodilators,drug,"Systemic therapy 2 years of active autoimmune disease ( such as the following , but not limited to : autoimmune hepatitis , interstitial pneumonia , uveitis , enteritis , hepatitis , hypophysitis , vasculitis , nephritis , Hyperthyroidism , decreased thyroid function ; subjects suffering from vitiligo or asthma in childhood has been completely relieved , and adults without any intervention can be included ; subjects requiring bronchodilators for medical intervention can not be included ) , diagnosis of immune deficiency in 1 weeks or the use of immunosuppressive therapy , the history of human immunodeficiency virus ( HIV ) infection , had glucocorticoid treatment history of non infectious pneumonia , suffering from pneumonia , active tuberculosis , active hepatitis b or hepatitis c virus ( HCV ) infection , and is being treated for a whole body of any active infection . ",0,1613520000,"February 17, 2021",,0.20508818173067134,clinicaltrials,https://clinicaltrials.gov/show/NCT04722718,"[('bronchodilators', 'drug')]"
kimyrsa_tm,KIMYRSA TM,drug,"KIMYRSA TM and ORBACTIV® INDICATION AND USAGE Both KIMYRSA TM and , ORBACTIV® are oritavancin products that are indicated for the treatment of adult patients with acute bacterial skin and skin structure infections ( ABSSSI ) caused susceptible isolates of the following gram-positive microorganisms : Staphylococcus aureus ( including methicillin-susceptible [ MSSA ] and -resistant [ MRSA ] isolates ) , Streptococcus pyogenes , Streptococcus agalactiae , Streptococcus dysgalactiae , Streptococcus anginosus group ( includes S .",0,1615852800,"March 16, 2021",,0.8923327654418975,biospace,https://www.biospace.com/article/releases/melinta-therapeutics-announces-fda-approval-of-kimyrsa-oritavancin-for-the-treatment-of-adult-patients-with-acute-bacterial-skin-and-skin-structure-infections-absssi-,"[('KIMYRSA TM', 'drug')]"
azd2816,AZD2816,drug,"In non-vaccinated subjects, AZD2816 will be given as two doses, four or12 weeks apart, or given as a second dose following a first dose of Vaxzevria four weeks apart.",0,1624924800,"June 29, 2021",,0.9995234615895298,fiercebiotech,https://www.fiercebiotech.com/biotech/astrazeneca-kickstarts-new-covid-variant-busting-vaccine-test,"[('AZD2816', 'drug')]"
unethical,unethical,not_drug,The unethical behavior of forensic dentists at our southern border,0,1609977600,"January 07, 2021",,0.0,statnews,https://www.statnews.com/2019/02/13/unethical-behavior-forensic-dentists-southern-border/,"[('unethical', 'not_drug')]"
covid_19,Covid-19,drug,organization which is itself experiencing 4 to 6 month delays related to covid-19,0,1604793600,"November 08, 2020",,0.3974123128727784,endpts,https://endpts.com/fda-scuttles-bluebirds-accelerated-plans-for-sickle-cell-gene-therapy-as-higher-cmc-bar-forces-1-year-delay/,"[('Covid-19', 'drug')]"
hp_taz,HP / TAZ,drug,These phase 3 studies did not include a sub-analysis of the effect of HP / TAZ on psoriasis of the hands and / or feet .,0,1613520000,"February 17, 2021",,1.7096788232314293,clinicaltrials,https://clinicaltrials.gov/show/NCT04720105,"[('HP / TAZ', 'drug')]"
sy_1425,SY-1425,drug,syros is advancing a robust clinical-stage pipeline including sy-1425 a first-in-class oral selective rarα agonist in rara-positive patients,0,1610150400,"January 09, 2021",,1.0889044258429652,biospace,https://www.biospace.com/article/releases/syros-to-present-at-39th-annual-j-p-morgan-healthcare-conference/,"[('SY-1425', 'drug')]"
activase_alecensa,Activase Alecensa,drug,Our Medicines Actemra Activase Alecensa Avastin Boniva Injection Boniva Tablets Cathflo Activase CellCept Cotellic Enspryng Erivedge Esbriet Evrysdi Floodlight MS Fuzeon Gavreto Gazyva Hemlibra Herceptin Herceptin Hylecta Kadcyla Lucentis Nutropin AQ Ocrevus Pegasys Perjeta Phesgo Polivy Pulmozyme Rituxan Rituxan Rituxan Hycela Rozlytrek TNKase Tamiflu Tarceva Tecentriq Valcyte Venclexta Xeloda Xofluza Xolair Zelboraf Print Patient Medical Professional Patients / Our Medicines Zelboraf ® (vemurafenib),0,1623110400,"June 08, 2021",,0.6522224186959887,gene,https://www.gene.com/patients/medicines/zelboraf,"[('Activase Alecensa', 'drug'), ('Avastin Boniva', 'drug')]"
ag10,AG10,drug,“Eidos and AG10 are a significant part of who we are at BridgeBio having been part of our plan since we founded the company,0,1608768000,"December 24, 2020",,0.5605570952501897,endpts,https://endpts.com/bridgebio-drops-bid-to-reclaim-eidos-after-directors-spurn-3-offers/,"[('AG10', 'drug')]"
hydrochloride,hydrochloride,drug,in 1 mg ml−1peptide solution in aqueous 3 m guanidinium hydrochloride gdnhcl and 0,0,1606348800,"November 26, 2020",,0.2314548634242828,nature,https://www.nature.com/articles/s41467-020-19764-z,"[('hydrochloride', 'drug')]"
transhumeral,Transhumeral,not_drug,This will be the first longitudinal analyses to evaluate the percutaneous OI devices on objective functionality measures of transhumeral amputation individuals . ,0,1616112000,"March 19, 2021",,0.0,clinicaltrials,https://clinicaltrials.gov/show/NCT03824444,"[('Transhumeral', 'not_drug')]"
deucravacitinib,Deucravacitinib,drug,Participants were randomized to receive deucravacitinib 6 or 12 mg once daily or placebo,0,1608681600,"December 23, 2020",,0.998191940059165,medpagetoday,https://www.medpagetoday.com/clinical-challenges/psoriatic-arthritis/90343?vpass=1,"[('Deucravacitinib', 'drug')]"
ionomers,ionomers,not_drug,on account of the conducive adoption scenario glass ionomers are projected to account for nearly 26% sales in the dental cements market by,0,1611100800,"January 20, 2021",,0.0157699461563874,biospace,https://www.biospace.com/article/increasing-awareness-about-dental-health-and-aesthetics-to-help-adoption-of-dental-cements-in-coming-years-finds-fact-mr/,"[('ionomers', 'not_drug')]"
avastin_boniva,Avastin Boniva,drug,"Our Medicines Actemra Activase Alecensa Avastin Boniva Injection Boniva Tablets Cathflo Activase CellCept Cotellic Enspryng Erivedge Esbriet Evrysdi Floodlight MS Fuzeon Gavreto Gazyva Hemlibra Herceptin Herceptin Hylecta Kadcyla Lucentis Nutropin AQ Ocrevus Pegasys Perjeta Phesgo Polivy Pulmozyme Rituxan Rituxan Rituxan Hycela Rozlytrek TNKase Tamiflu Tarceva Tecentriq Valcyte Venclexta Xeloda Xofluza Xolair Zelboraf Print Patient Medical Professional Patients / Our Medicines Tecentriq ® (atezolizumab) Full Prescribing Information Medication Guide Last updated April 14th, 2021 Dear Patient Letter - March 2021 Alert Important prescribing information for healthcare professionals: Learn More Support & Resources Report side effects for your Tecentriq prescription Report side effects to the FDA at FDA-1088 or www.fda.gov/medwatch .",0,1623110400,"June 08, 2021",,0.9583002405005516,gene,https://www.gene.com/patients/medicines/tecentriq,"[('Avastin Boniva', 'drug')]"
prv_6527,PRV-6527,drug,under that deal janssen had the right to buy back prv-6527 for a one-time payment of $50 million and single-digit royalties on future net,0,1601683200,"October 03, 2020",,0.9725775826698118,fiercebiotech,https://www.fiercebiotech.com/biotech/after-midstage-flop-janssen-says-thanks-but-no-thanks-to-provention-bio-drug,"[('PRV-6527', 'drug')]"
jag201,JAG201,drug,JAG201 is a gene therapy treatment in development for a specific genetic cause of autism spectrum disorder .,0,1614297600,"February 26, 2021",,0.99965760922798,biospace,https://www.biospace.com/article/releases/jaguar-gene-therapy-launches-with-mission-to-accelerate-breakthroughs-in-gene-therapy-for-patients-suffering-from-severe-genetic-diseases,"[('JAG201', 'drug')]"
covid_19,COVID-19,drug,comNew Monthly Series Spotlights What 100 Physicians Find to be Critical Needs in Their Battle Against COVID-19,0,1610755200,"January 16, 2021",,0.2872850537786856,biospace,https://www.biospace.com/article/releases/new-monthly-series-spotlights-what-100-physicians-find-to-be-critical-needs-in-their-battle-against-covid-19/,"[('COVID-19', 'drug')]"
srp_9001,SRP-9001,drug,The trial of Sarepta ' s therapy dubbed SRP-9001 was the first placebo-controlled study of an experimental muscular dystrophy gene therapy,0,1610150400,"January 09, 2021",,1.0870386610253886,biopharmadive,https://www.biopharmadive.com/news/sarepta-gene-therapy-duchenne-study-data/593024/,"[('SRP-9001', 'drug'), ('dystrophy', 'not_drug')]"
rmc_5552,RMC-5552,drug,"Dose Escalation of RMC-5552 Monotherapy in Relapsed / Refractory Solid Tumors The purpose of this study is to evaluate the safety , tolerability , pharmacokinetic ( PK ) , and pharmacodynamic ( PD ) profiles of escalating doses of RMC-5552 monotherapy in adult participants with relapsed / refractory solid tumors and to identify the recommended Phase 2 dose ( RP2D ) .",0,1614643200,"March 02, 2021",,0.92866398155346,clinicaltrials,https://clinicaltrials.gov/show/NCT04774952,"[('RMC-5552', 'drug')]"
physiotherapists,Physiotherapists,not_drug,"A total of 228 assistant health professionals were included in the sample , including physiotherapists , occupational therapists , psychologists , social workers , and biomedical analysts . ",0,1614902400,"March 05, 2021",,0.0,clinicaltrials,https://clinicaltrials.gov/show/NCT04779073,"[('Physiotherapists', 'not_drug')]"
orpathys,Orpathys,drug,Orpathys is one of three promising oncology assets for HutchMed.,0,1624579200,"June 25, 2021",,0.6903644286634416,fiercepharma,https://www.fiercepharma.com/pharma/other-drugs-are-approved-for-it-us-but-az-and-hutchmed-get-first-nod-china-for-rare-type,"[('Orpathys', 'drug')]"
mrg003,MRG003,drug,"If the Part A data support the continuation of the study , in the second stage , approximately an additional 98 patients will be enrolled to further evaluate the efficacy and safety of MRG003 .",0,1619827200,"May 01, 2021",,0.7033143732340319,clinicaltrials,https://clinicaltrials.gov/show/NCT04868162,"[('MRG003', 'drug')]"
vn_0105,VN-0105,drug,"RELATED : Daiichi Sankyo takes oncology shift into next phase with new global business unit The companies are also ending their development deal for the combo shot hopeful VN-0105 , designed to prevent diphtheria , Haemophilus infections , pertussis , polio and tetanus .",0,1617235200,"April 01, 2021",,0.3996934269070441,fiercepharma,https://www.fiercepharma.com/manufacturing/daiichi-exits-combo-vaccine-pact-sanofi-after-pertussis-shot-manufacturing-glitches,"[('VN-0105', 'drug')]"
m281,M281,drug,its interim analysis of a phase ii study for its drug nipocalimab m281 in treating generalized myasthenia gravis,0,1607212800,"December 06, 2020",,0.3510712069806439,endpts,https://endpts.com/momenta-clears-a-phii-hurdle-on-nipo-but-one-big-rival-remains-well-in-the-lead-in-this-packed-field/,"[('M281', 'drug')]"
clazakizumab,clazakizumab,drug,bill mezzanotte the head of r&d praised clazakizumab as a “promising” candidate to battle chronic antibody-mediated graft rejection in the,0,1607212800,"December 06, 2020",,1.0248967879709467,endpts,https://endpts.com/csl-behring-snaps-up-a-closely-held-biotech-partner-and-its-il-6-drug-for-transplant-rejection/,"[('clazakizumab', 'drug')]"
hyalrheuma,Hyalrheuma,drug,[ETC] Hyalrheuma Inj.,0,1623110400,"June 08, 2021",,0.4189886281385413,hanmipharm,http://www.hanmipharm.com/ehanmi/handler/Product-ProductInfo?prd_idx=447,"[('Hyalrheuma', 'drug')]"
luprodex,Luprodex,drug,"This is a Randomized, Active Controlled, Comparative, Open-Label, Multi-Center, Phase 3 clinical study to compare the efficacy, safety, and pharmacokinetics of leuprolide acetate for injection 3.75mg (depot) of two brands (Luprodex and Lucrin) administered in subjects with advanced adenocarcinoma of the prostate.",0,1622937600,"June 06, 2021",,0.7610836630610671,clinicaltrials,https://clinicaltrials.gov/show/NCT04914195,"[('Luprodex', 'drug')]"
retifanlimab,retifanlimab,drug,resulted in an objective response rate orr of 14% for retifanlimab monotherapy as determined by independent central review icr using recist,0,1611273600,"January 22, 2021",,1.1255000754391078,biospace,https://www.biospace.com/article/releases/incyte-announces-acceptance-and-priority-review-of-bla-for-retifanlimab-as-a-potential-treatment-for-patients-with-squamous-cell-carcinoma-of-the-anal-canal-scac-/,"[('retifanlimab', 'drug')]"
