to	O
help	O
spread	O
the	O
ointment	O
.	O
	
rising	O
numbers	O
of	O
patients	O
harmed	O
by	O
using	O
alcohol	B-Drug
opioids	I-Drug
methamphetamine	B-Drug
and	O
other	O
substances	O
	
align	O
""""	O
left	O
""""	O
Karl	O
Schranz	O
align	O
""""	O
left	O
""""	O
Flagu	O
Austria	O
65	O
15	O
25	O
25	O
-	O
align	O
""""	O
left	O
""""	O
Karl	O
Cordin	B-Drug
align	O
""""	O
left	O
""""	O
Flagu	O
Austria	O
65	O
â€“	O
20	O
â€“	O
20	O
25	O
-bgcolor	O
""""	O
EFEFEF	O
""""	O
3	O
align	O
""""	O
left	O
""""	O
Henri	O
Duvillard	O
align	O
""""	O
left	O
""""	O
	
â€�	O
In	O
this	O
case	O
,	O
the	O
transaction	O
server	O
106	O
may	O
transmit	O
specialized	O
menu	O
information	O
for	O
display	O
within	O
app	O
213	O
or	O
214	O
that	O
identifies	O
â€œtwo	O
chicken	O
tacos	O
with	O
guacamole	B-Drug
and	O
extra	O
cheeseâ€�	B-Drug
as	O
a	O
priority	O
item	O
.	O
	
Additionally	O
,	O
Flowserve	O
through	O
its	O
channel	O
partner	O
,	O
Corrosion	O
Fluid	O
Products	O
,	O
is	O
providing	O
Pfizer	O
with	O
a	O
cryogenic	B-Drug
valve	O
application	O
to	O
support	O
their	O
expanded	O
production	O
capabilities	O
of	O
the	O
COVID-19	B-Drug
vaccine	I-Drug
.	O
	
notes	O
that	O
it	O
“has	O
filed	O
new	O
patents	O
related	O
to	O
the	O
use	O
of	O
tolimidone	B-Drug
in	O
nash	O
where	O
it	O
expects	O
to	O
receive	O
much	O
longer	O
market	O
exclusivity	O
compared	O
	
gsk	O
is	O
providing	O
its	O
as03	B-Drug
adjuvant	O
technology	O
to	O
clover	O
which	O
plans	O
to	O
incorporate	O
the	O
mix	O
of	O
squalene	O
dl-α-tocopherol	O
and	O
polysorbate	O
into	O
	
The	O
FDA	O
has	O
slapped	O
a	O
partial	O
clinical	O
hold	O
on	O
its	O
leading	O
Alzheimer’s	O
drug	O
atuzaginstat	B-Drug
(	O
aka	O
COR388	O
)	O
,	O
hitting	O
specifically	O
the	O
open-label	O
extension	O
part	O
of	O
its	O
ongoing	O
phase	O
2	O
/	O
3	O
study	O
,	O
known	O
as	O
the	O
GAIN	O
Trial	O
.	O
	
In	O
the	O
drug	O
arm,	O
11.9%	O
of	O
patients	O
stopped	O
taking	O
Lu-PSMA-617	B-Drug
and	O
8.5%	O
halted	O
standard	O
of	O
care	O
treatment.	O
	
There	O
is	O
a	O
2	O
week	O
screening	O
period	O
where	O
patients	O
will	O
use	O
an	O
activity	O
monitor	O
to	O
establish	O
baseline	O
activity	O
level,	O
then	O
patients	O
will	O
be	O
randomized	O
to	O
receive	O
either	O
Qbrexza	B-Drug
cloths	I-Drug
or	O
placebo	O
for	O
4	O
weeks,	O
then	O
a	O
2	O
week	O
washout,	O
and	O
then	O
a	O
4-week	O
cross-over	O
treatment	O
period.	O
	
simoniansyros“we	O
have	O
gained	O
important	O
insights	O
from	O
our	O
work	O
on	O
sy-1365	B-Drug
that	O
have	O
informed	O
our	O
development	O
strategy	O
for	O
sy-5609	O
including	O
	
benefits	O
alongside	O
a	O
progressive	O
reduction	O
in	O
weight	O
position	O
zgn-1061	B-Drug
competitively	O
with	O
those	O
agents	O
already	O
approved”	O
schwartz	O
added	O
in	O
	
Venatorx’s	O
two	O
lead	O
antibacterial	O
clinical-stage	O
programs	O
are	O
intravenous	O
(	O
cefepime-taniborbactam	B-Drug
)	O
and	O
oral	O
(	O
ceftibuten	O
/	O
VNRX-7145	O
)	O
broad-spectrum	O
beta-lactam	O
/	O
beta-lactamase	B-Drug
inhibitor	O
combinations	O
that	O
are	O
in	O
Phase	O
3	O
and	O
Phase	O
1	O
,	O
respectively	O
.	O
	
points	O
for	O
AXS-05	B-Drug
and	O
11	O
	
Systemic	O
therapy	O
2	O
years	O
of	O
active	O
autoimmune	O
disease	O
(	O
such	O
as	O
the	O
following	O
,	O
but	O
not	O
limited	O
to	O
:	O
autoimmune	O
hepatitis	O
,	O
interstitial	O
pneumonia	O
,	O
uveitis	O
,	O
enteritis	O
,	O
hepatitis	O
,	O
hypophysitis	O
,	O
vasculitis	O
,	O
nephritis	O
,	O
Hyperthyroidism	O
,	O
decreased	O
thyroid	O
function	O
;	O
subjects	O
suffering	O
from	O
vitiligo	O
or	O
asthma	O
in	O
childhood	O
has	O
been	O
completely	O
relieved	O
,	O
and	O
adults	O
without	O
any	O
intervention	O
can	O
be	O
included	O
;	O
subjects	O
requiring	O
bronchodilators	B-Drug
for	O
medical	O
intervention	O
can	O
not	O
be	O
included	O
)	O
,	O
diagnosis	O
of	O
immune	O
deficiency	O
in	O
1	O
weeks	O
or	O
the	O
use	O
of	O
immunosuppressive	O
therapy	O
,	O
the	O
history	O
of	O
human	O
immunodeficiency	O
virus	O
(	O
HIV	O
)	O
infection	O
,	O
had	O
glucocorticoid	O
treatment	O
history	O
of	O
non	O
infectious	O
pneumonia	O
,	O
suffering	O
from	O
pneumonia	O
,	O
active	O
tuberculosis	O
,	O
active	O
hepatitis	O
b	O
or	O
hepatitis	O
c	O
virus	O
(	O
HCV	O
)	O
infection	O
,	O
and	O
is	O
being	O
treated	O
for	O
a	O
whole	O
body	O
of	O
any	O
active	O
infection	O
.	O
	
KIMYRSA	B-Drug
TM	I-Drug
and	O
ORBACTIV®	O
INDICATION	O
AND	O
USAGE	O
Both	O
KIMYRSA	B-Drug
TM	I-Drug
and	O
,	O
ORBACTIV®	O
are	O
oritavancin	O
products	O
that	O
are	O
indicated	O
for	O
the	O
treatment	O
of	O
adult	O
patients	O
with	O
acute	O
bacterial	O
skin	O
and	O
skin	O
structure	O
infections	O
(	O
ABSSSI	O
)	O
caused	O
susceptible	O
isolates	O
of	O
the	O
following	O
gram-positive	O
microorganisms	O
:	O
Staphylococcus	O
aureus	O
(	O
including	O
methicillin-susceptible	O
[	O
MSSA	O
]	O
and	O
-resistant	O
[	O
MRSA	O
]	O
isolates	O
)	O
,	O
Streptococcus	O
pyogenes	O
,	O
Streptococcus	O
agalactiae	O
,	O
Streptococcus	O
dysgalactiae	O
,	O
Streptococcus	O
anginosus	O
group	O
(	O
includes	O
S	O
.	O
	
In	O
non-vaccinated	O
subjects,	O
AZD2816	B-Drug
will	O
be	O
given	O
as	O
two	O
doses,	O
four	O
or12	O
weeks	O
apart,	O
or	O
given	O
as	O
a	O
second	O
dose	O
following	O
a	O
first	O
dose	O
of	O
Vaxzevria	B-Drug
four	O
weeks	O
apart.	O
	
organization	O
which	O
is	O
itself	O
experiencing	O
4	O
to	O
6	O
month	O
delays	O
related	O
to	O
covid-19	O
	
These	O
phase	O
3	O
studies	O
did	O
not	O
include	O
a	O
sub-analysis	O
of	O
the	O
effect	O
of	O
HP	B-Drug
/	I-Drug
TAZ	I-Drug
on	O
psoriasis	O
of	O
the	O
hands	O
and	O
/	O
or	O
feet	O
.	O
	
syros	O
is	O
advancing	O
a	O
robust	O
clinical-stage	O
pipeline	O
including	O
sy-1425	B-Drug
a	O
first-in-class	O
oral	O
selective	O
rarα	O
agonist	O
in	O
rara-positive	O
patients	O
	
Our	O
Medicines	O
Actemra	B-Drug
Activase	B-Drug
Alecensa	I-Drug
Avastin	B-Drug
Boniva	I-Drug
Injection	O
Boniva	O
Tablets	O
Cathflo	O
Activase	O
CellCept	O
Cotellic	O
Enspryng	O
Erivedge	O
Esbriet	O
Evrysdi	O
Floodlight	O
MS	O
Fuzeon	O
Gavreto	O
Gazyva	O
Hemlibra	O
Herceptin	O
Herceptin	O
Hylecta	O
Kadcyla	O
Lucentis	O
Nutropin	O
AQ	O
Ocrevus	O
Pegasys	O
Perjeta	O
Phesgo	O
Polivy	O
Pulmozyme	O
Rituxan	O
Rituxan	O
Rituxan	O
Hycela	O
Rozlytrek	O
TNKase	O
Tamiflu	O
Tarceva	O
Tecentriq	O
Valcyte	O
Venclexta	O
Xeloda	O
Xofluza	O
Xolair	O
Zelboraf	O
Print	O
Patient	O
Medical	O
Professional	O
Patients	O
/	O
Our	O
Medicines	O
Zelboraf	O
®	O
(vemurafenib)	O
	
“Eidos	O
and	O
AG10	B-Drug
are	O
a	O
significant	O
part	O
of	O
who	O
we	O
are	O
at	O
BridgeBio	O
having	O
been	O
part	O
of	O
our	O
plan	O
since	O
we	O
founded	O
the	O
company	O
	
in	O
1	O
mg	O
ml−1peptide	O
solution	O
in	O
aqueous	O
3	O
m	O
guanidinium	B-Drug
hydrochloride	I-Drug
gdnhcl	O
and	O
0	O
	
This	O
will	O
be	O
the	O
first	O
longitudinal	O
analyses	O
to	O
evaluate	O
the	O
percutaneous	O
OI	O
devices	O
on	O
objective	O
functionality	O
measures	O
of	O
transhumeral	O
amputation	O
individuals	O
.	O
	
Participants	O
were	O
randomized	O
to	O
receive	O
deucravacitinib	B-Drug
6	O
or	O
12	O
mg	O
once	O
daily	O
or	O
placebo	O
	
on	O
account	O
of	O
the	O
conducive	O
adoption	O
scenario	O
glass	O
ionomers	B-Drug
are	O
projected	O
to	O
account	O
for	O
nearly	O
26%	O
sales	O
in	O
the	O
dental	O
cements	O
market	O
by	O
	
Our	O
Medicines	O
Actemra	B-Drug
Activase	O
Alecensa	O
Avastin	B-Drug
Boniva	I-Drug
Injection	O
Boniva	O
Tablets	O
Cathflo	O
Activase	O
CellCept	O
Cotellic	O
Enspryng	O
Erivedge	O
Esbriet	O
Evrysdi	O
Floodlight	O
MS	O
Fuzeon	O
Gavreto	O
Gazyva	O
Hemlibra	O
Herceptin	O
Herceptin	O
Hylecta	O
Kadcyla	O
Lucentis	O
Nutropin	O
AQ	O
Ocrevus	O
Pegasys	O
Perjeta	O
Phesgo	O
Polivy	O
Pulmozyme	O
Rituxan	O
Rituxan	O
Rituxan	O
Hycela	O
Rozlytrek	O
TNKase	O
Tamiflu	O
Tarceva	O
Tecentriq	O
Valcyte	O
Venclexta	O
Xeloda	O
Xofluza	O
Xolair	O
Zelboraf	O
Print	O
Patient	O
Medical	O
Professional	O
Patients	O
/	O
Our	O
Medicines	O
Tecentriq	O
®	O
(atezolizumab)	O
Full	O
Prescribing	O
Information	O
Medication	O
Guide	O
Last	O
updated	O
April	O
14th,	O
2021	O
Dear	O
Patient	O
Letter	O
-	O
March	O
2021	O
Alert	O
Important	O
prescribing	O
information	O
for	O
healthcare	O
professionals:	O
Learn	O
More	O
Support	O
&	O
Resources	O
Report	O
side	O
effects	O
for	O
your	O
Tecentriq	O
prescription	O
Report	O
side	O
effects	O
to	O
the	O
FDA	O
at	O
FDA-1088	O
or	O
www.fda.gov/medwatch	O
.	O
	
under	O
that	O
deal	O
janssen	O
had	O
the	O
right	O
to	O
buy	O
back	O
prv-6527	B-Drug
for	O
a	O
one-time	O
payment	O
of	O
$50	O
million	O
and	O
single-digit	O
royalties	O
on	O
future	O
net	O
	
JAG201	B-Drug
is	O
a	O
gene	O
therapy	O
treatment	O
in	O
development	O
for	O
a	O
specific	O
genetic	O
cause	O
of	O
autism	O
spectrum	O
disorder	O
.	O
	
comNew	O
Monthly	O
Series	O
Spotlights	O
What	O
100	O
Physicians	O
Find	O
to	O
be	O
Critical	O
Needs	O
in	O
Their	O
Battle	O
Against	O
COVID-19	B-Drug
	
The	O
trial	O
of	O
Sarepta	O
'	O
s	O
therapy	O
dubbed	O
SRP-9001	B-Drug
was	O
the	O
first	O
placebo-controlled	O
study	O
of	O
an	O
experimental	O
muscular	B-Drug
dystrophy	I-Drug
gene	O
therapy	O
	
Dose	O
Escalation	O
of	O
RMC-5552	B-Drug
Monotherapy	O
in	O
Relapsed	O
/	O
Refractory	O
Solid	O
Tumors	O
The	O
purpose	O
of	O
this	O
study	O
is	O
to	O
evaluate	O
the	O
safety	O
,	O
tolerability	O
,	O
pharmacokinetic	O
(	O
PK	O
)	O
,	O
and	O
pharmacodynamic	O
(	O
PD	O
)	O
profiles	O
of	O
escalating	O
doses	O
of	O
RMC-5552	B-Drug
monotherapy	O
in	O
adult	O
participants	O
with	O
relapsed	O
/	O
refractory	O
solid	O
tumors	O
and	O
to	O
identify	O
the	O
recommended	O
Phase	O
2	O
dose	O
(	O
RP2D	O
)	O
.	O
	
A	O
total	O
of	O
228	O
assistant	O
health	O
professionals	O
were	O
included	O
in	O
the	O
sample	O
,	O
including	O
physiotherapists	O
,	O
occupational	O
therapists	O
,	O
psychologists	O
,	O
social	O
workers	O
,	O
and	O
biomedical	O
analysts	O
.	O
	
Orpathys	B-Drug
is	O
one	O
of	O
three	O
promising	O
oncology	O
assets	O
for	O
HutchMed.	O
	
If	O
the	O
Part	O
A	O
data	O
support	O
the	O
continuation	O
of	O
the	O
study	O
,	O
in	O
the	O
second	O
stage	O
,	O
approximately	O
an	O
additional	O
98	O
patients	O
will	O
be	O
enrolled	O
to	O
further	O
evaluate	O
the	O
efficacy	O
and	O
safety	O
of	O
MRG003	B-Drug
.	O
	
RELATED	O
:	O
Daiichi	O
Sankyo	O
takes	O
oncology	O
shift	O
into	O
next	O
phase	O
with	O
new	O
global	O
business	O
unit	O
The	O
companies	O
are	O
also	O
ending	O
their	O
development	O
deal	O
for	O
the	O
combo	O
shot	O
hopeful	O
VN-0105	B-Drug
,	O
designed	O
to	O
prevent	O
diphtheria	O
,	O
Haemophilus	O
infections	O
,	O
pertussis	O
,	O
polio	O
and	O
tetanus	O
.	O
	
its	O
interim	O
analysis	O
of	O
a	O
phase	O
ii	O
study	O
for	O
its	O
drug	O
nipocalimab	B-Drug
m281	O
in	O
treating	O
generalized	O
myasthenia	O
gravis	O
	
bill	O
mezzanotte	O
the	O
head	O
of	O
r&d	O
praised	O
clazakizumab	B-Drug
as	O
a	O
“promising”	O
candidate	O
to	O
battle	O
chronic	O
antibody-mediated	O
graft	O
rejection	O
in	O
the	O
	
This	O
is	O
a	O
Randomized,	O
Active	O
Controlled,	O
Comparative,	O
Open-Label,	O
Multi-Center,	O
Phase	O
3	O
clinical	O
study	O
to	O
compare	O
the	O
efficacy,	O
safety,	O
and	O
pharmacokinetics	B-Drug
of	I-Drug
leuprolide	I-Drug
acetate	I-Drug
for	O
injection	O
3.75mg	O
(depot)	O
of	O
two	O
brands	O
(Luprodex	B-Drug
and	O
Lucrin)	O
administered	O
in	O
subjects	O
with	O
advanced	O
adenocarcinoma	O
of	O
the	O
prostate.	O
	
resulted	O
in	O
an	O
objective	O
response	O
rate	O
orr	O
of	O
14%	O
for	O
retifanlimab	B-Drug
monotherapy	O
as	O
determined	O
by	O
independent	O
central	O
review	O
icr	O
using	O
recist	O
	
”	O
CFO	O
of	O
Kiromic,	O
Mr.	O
Tony	O
Tontat	O
stated:	O
"""With"	O
this	O
IsoMesothelin	B-Drug
IND	O
filing,	O
Kiromic	O
shows	O
its	O
commitment	O
to	O
invest	O
in	O
the	O
latest	O
AI	O
technologies	O
and	O
then	O
bring	O
these	O
AI	O
predicted	O
biomarkers	O
into	O
the	O
clinic.	O
	
There	O
are	O
two	O
fundamental	O
ways	O
your	O
brain	O
can	O
steer	O
you	O
through	O
life	O
--	O
toward	O
things	O
that	O
are	O
good	O
,	O
or	O
away	O
from	O
things	O
that	O
aren	O
'	O
t	O
working	O
out	O
,	O
""""	O
said	O
Chantel	B-Drug
Prat	O
,	O
associate	O
professor	O
of	O
psychology	O
and	O
co-author	O
of	O
the	O
new	O
study	O
,	O
published	O
Feb	O
.	O
23	O
in	O
the	O
journal	O
Cognitive	O
Science	O
.	O
	
Non-human	O
primate	O
data	O
demonstrated	O
that	O
MDNA11	B-Drug
could	O
induce	O
an	O
up	O
to	B-Drug
10-fold	I-Drug
expansion	O
in	O
cancer	O
fighting	O
immune	O
cells	O
without:	O
(a)	O
generating	O
anti-drug	O
antibodies,	O
(b)	O
causing	O
hypotension	O
associated	O
with	O
vascular	O
leak	O
syndrome,	O
(c)	O
inducing	O
cytokine	O
release	O
syndrome,	O
or	O
(d)	O
causing	O
other	O
undesirable	O
immune-mediated	O
adverse	O
events.	O
	
CB307	B-Drug
is	O
a	O
unique,	O
half-life	O
extended	O
Humabody®	B-Drug
targeting	O
prostate-specific	O
membrane	O
antigen	O
(PSMA)	O
and	O
the	O
potent	O
co-stimulatory	O
molecule	O
CD137	O
(4-1BB).	O
	
antibody	O
targeting	O
death	O
receptor	O
5	O
dr5	O
being	O
developed	O
by	O
igm	O
and	O
birinapant	B-Drug
has	O
been	O
shown	O
to	O
enhance	O
anti-tumor	O
activity	O
preclinically	O
	
in	O
animal	O
studies	O
vafidemstat	B-Drug
not	O
only	O
restores	O
memory	O
but	O
reduces	O
the	O
exacerbated	O
aggressiveness	O
of	O
samp8	O
mice	O
a	O
model	O
for	O
accelerated	O
aging	O
	
$55	O
million	O
series	O
b	O
and	O
the	O
company	O
has	O
moved	O
its	O
lead	O
program	O
nt-0167	O
into	O
phase	O
1	O
	
incyte-partnered	O
pd-1	O
drug	O
mga012	B-Drug
and	O
chemotherapy	O
as	O
well	O
as	O
with	O
mga012	B-Drug
alone	O
	
Thor	O
is	O
prepared	O
to	O
return	O
Asgard	O
to	O
its	O
previous	O
and	O
presumably	O
rightful	O
stateÃ¢Â€ÂŠÃ¢Â€Â”Ã¢Â€ÂŠunder	O
the	O
rule	O
of	O
Odin	O
.	O
	
About	O
Retevmo	B-Drug
®	O
(selpercatinib)	O
Retevmo	B-Drug
(selpercatinib,	O
capsules	O
40mg,	O
80mg;	O
formerly	O
known	O
as	O
LOXO-292)	O
(pronounced	O
reh-TEHV-moh)	B-Drug
is	O
a	O
selective	O
and	O
potent	O
RET	O
kinase	O
inhibitor.	O
	
previous	O
attempts	O
to	O
hit	O
the	O
target	O
such	O
as	O
novartis’	O
ablynx-partnered	O
tas266	B-Drug
	
Food	O
and	O
Drug	O
Administration	O
(	O
FDA	O
)	O
granted	O
orphan	O
drug	O
designation	O
,	O
fast	O
track	O
designation	O
,	O
regenerative	O
medicine	O
advanced	O
therapy	O
(	O
RMAT	O
)	O
designation	O
and	O
rare	O
pediatric	O
disease	O
designation	O
for	O
LentiGlobin	B-Drug
for	O
SCD	O
.	O
	
For	O
the	O
AXO-AAV-GM1	B-Drug
program	O
,	O
we	O
presented	O
6-month	O
follow	O
up	O
data	O
in	O
GM1	O
gangliosidosis	O
highlighting	O
the	O
potential	O
to	O
preserve	O
functional	O
outcomes	O
,	O
increase	O
enzyme	O
activity	O
,	O
and	O
reduce	O
disease	O
burden	O
for	O
patients	O
and	O
their	O
families	O
.	O
	
billionto	O
buy	O
the	O
psoriasis	O
drug	O
Otezla	B-Drug
from	O
Celgene	B-Drug
—	O
ahead	O
of	O
its	O
$74	O
billion	O
merger	O
with	O
Bristol-Myers	O
Squibb	O
	
Reference	O
Parry	O
HM,	O
et	O
al.	O
Single	O
Vaccination	O
with	O
BNT162b2	B-Drug
or	O
ChAdOx1	B-Drug
in	O
Older	O
People	O
Induces	O
Equivalent	O
Antibody	O
Generation	O
but	O
Enhanced	O
Cellular	O
Responses	O
after	O
ChAdOx1.	O
	
results	O
for	O
pancreatic	O
neuroendocrine	O
tumors	O
reinforce	O
that	O
surufatinib	B-Drug
has	O
the	O
unique	O
opportunity	O
to	O
address	O
all	O
advanced	O
neuroendocrine	O
tumors	O
	
“exparel	O
does	O
a	O
good	O
job	O
reducing	O
opioid	O
use	O
for	O
post-op	O
pain	O
;	O
htx-011	O
could	O
do	O
this	O
better”	O
citing	O
a	O
kol	O
survey	O
	
But	O
it	O
only	O
got	O
worse	O
for	O
quizartinib	B-Drug
	
improvements	O
support	O
a	O
cftr-related	O
mechanism	O
and	O
may	O
suggest	O
that	O
mrt5005	B-Drug
can	O
enable	O
the	O
production	O
of	O
functional	O
proteinsaidsteven	O
rowe	O
	
seely	O
noted	O
a	O
lowered	O
rate	O
of	O
major	O
cardiovascular	O
events	O
in	O
the	O
relugolix	B-Drug
group	O
2	O
	
In	O
the	O
United	O
States	O
,	O
Jushi	O
is	O
focused	O
on	O
building	O
a	O
multi-state	O
portfolio	O
of	O
branded	O
cannabis	O
assets	O
through	O
opportunistic	B-Drug
acquisitions	O
,	O
distressed	O
workouts	O
,	O
and	O
competitive	O
applications	O
.	O
	
global	O
blood	O
therapeutics’	O
oxbryta	B-Drug
inhibits	O
hemoglobin	O
s	O
polymerization	B-Drug
to	O
prevent	O
red	O
blood	O
cells	O
from	O
forming	O
the	O
sickle	O
shape	O
	
Preclinical	O
in	O
vivo	O
studies	O
found	O
LB-001	B-Drug
to	O
be	O
safe	O
and	O
demonstrated	O
transduction	O
